name,taxonomy_id,taxonomy_lvl,kraken_assigned_reads,added_reads,new_est_reads,fraction_total_reads
Mycolicibacterium fortuitum,1766,S,392,2212,2604,0.00026
Phenylobacterium zucineum,284016,S,2155,290,2445,0.00024
Mannheimia sp. USDA-ARS-USMARC-1261,1432056,S,142,43,185,0.00002
Aeromonas sp. ASNIH3,1636608,S,735,1833,2568,0.00025
Cyanobium sp. NIES-981,1851505,S,201,50,251,0.00002
Synechocystis sp. PCC 6714,1147,S,23,21,44,0
Klebsiella virus KpV475,1980958,S,11,5,16,0
Pseudolabrys taiwanensis,331696,S,747,71,818,0.00008
Klebsiella virus KpV41,1980956,S,19,12,31,0
Klebsiella virus Kp2,1980955,S,30,10,40,0
Synechococcus sp. CC9902,316279,S,16,2,18,0
Cyclobacterium marinum,104,S,44,4,48,0
Collimonas arenae,279058,S,1027,157,1184,0.00012
Granulicella mallensis,940614,S,70,8,78,0.00001
Granulicella tundricola,940615,S,78,12,90,0.00001
Salmonella virus UAB87,1965383,S,16,17,33,0
Escherichia virus VpaE1,1965382,S,30,27,57,0.00001
Salinibacter ruber,146919,S,111,3,114,0.00001
Bacillus sp. FJAT-45348,2011012,S,59,2,61,0.00001
Erwinia virus Ea214,1965384,S,57,0,57,0.00001
Vibrio diabolicus,50719,S,24,26,50,0
Vibrio natriegens,691,S,22,32,54,0.00001
Clostridium novyi,1542,S,58,2,60,0.00001
Photobacterium damselae,38293,S,521,47,568,0.00006
Aerococcus sanguinicola,119206,S,37,0,37,0
Pseudomonas virus F116,280701,S,15,16,31,0
Clostridium scatologenes,1548,S,39,1,40,0
Zymomonas mobilis,542,S,1180,650,1830,0.00018
Aeromonas virus Aes508,1921531,S,23,11,34,0
Citrobacter freundii,546,S,17707,21852,39559,0.0039
Citrobacter koseri,545,S,1108,95,1203,0.00012
Klebsiella aerogenes,548,S,2036,386,2422,0.00024
Pantoea agglomerans,549,S,1918,329,2247,0.00022
Dipteran ambidensovirus 1,1513186,S,108,0,108,0.00001
Flavobacterium sp. CJ74,2294119,S,94,2,96,0.00001
Cellulomonas gilvus,11,S,478,177,655,0.00006
Dechloromonas aromatica,259537,S,7906,942,8848,0.00087
Mycobacterium sp. WY10,1920667,S,234,153,387,0.00004
Mycobacterium simiae,1784,S,611,39,650,0.00006
Halocynthiibacter arcticus,1579316,S,124,4,128,0.00001
Carboxydothermus hydrogenoformans,129958,S,32,0,32,0
Micromonospora krabiensis,307121,S,161,41,202,0.00002
Candidatus Saccharibacteria oral taxon TM7x,1476577,S,1411,20,1431,0.00014
Microbacterium sp. str. 'China',2103230,S,141,1518,1659,0.00016
Stenotrophomonas sp. LM091,1904944,S,2801,1212,4013,0.0004
Selenomonas sp. oral taxon 136,713030,S,60,132,192,0.00002
Geobacillus thermocatenulatus,33938,S,13,23,36,0
Leifsonia sp. 21MFCrub1.1,1798223,S,388,475,863,0.00009
Aeromicrobium choanae,1736691,S,494,85,579,0.00006
Streptococcus macedonicus,59310,S,22708,56114,78822,0.00777
Jiangella sp. DSM 45060,1798224,S,382,93,475,0.00005
Providencia alcalifaciens,126385,S,147,6,153,0.00002
Dickeya sp. Secpp 1600,2037915,S,67,42,109,0.00001
Brachybacterium saurashtrense,556288,S,279,82,361,0.00004
Methylococcus capsulatus,414,S,539,19,558,0.00005
Colwellia psychrerythraea,28229,S,74,4,78,0.00001
Aquitalea magnusonii,332411,S,1068,134,1202,0.00012
Exiguobacterium sibiricum,332410,S,66,6,72,0.00001
Desulfobacula toluolica,28223,S,58,5,63,0.00001
Pseudomonas sp. URMO17WK12:I11,1283291,S,831,476,1307,0.00013
Lactococcus virus jj50,213775,S,33,55,88,0.00001
Mycoplasma penetrans,28227,S,32,0,32,0
Atopobium parvulum,1382,S,131,1,132,0.00001
Bacteroides helcogenes,290053,S,336,2,338,0.00003
Lentzea guizhouensis,1586287,S,304,44,348,0.00003
Escherichia virus JES2013,1914854,S,164,94,258,0.00003
Winogradskyella sp. RHA_55,1249933,S,85,14,99,0.00001
Thiomonas sp. X19,1050370,S,1631,108,1739,0.00017
Fusobacterium ulcerans,861,S,299,45,344,0.00003
Streptomyces sp. HNM0039,2174846,S,89,10,99,0.00001
Desulfarculus baarsii,453230,S,649,251,900,0.00009
Dehalobacter sp. DCA,1147129,S,10,6,16,0
Ruegeria sp. AD91A,2293862,S,272,17,289,0.00003
Bacillus oceanisediminis,665099,S,107,4,111,0.00001
Klebsiella virus KP36,1920861,S,25,8,33,0
Klebsiella virus 1513,1920862,S,25,7,32,0
Salinimonas sp. HMF8227,2183582,S,101,1,102,0.00001
Streptomyces koyangensis,188770,S,62,17,79,0.00001
Campylobacter helveticus,28898,S,16,0,16,0
Stanieria cyanosphaera,102116,S,38,7,45,0
Novosphingobium sp. THN1,1016987,S,1407,79,1486,0.00015
Shigella virus EP23,1954379,S,17,5,22,0
Stenotrophomonas phage Smp131,1168563,S,18,1,19,0
Corynebacterium terpenotabidum,89154,S,2020,163,2183,0.00022
Chroococcidiopsis thermalis,54299,S,52,2,54,0.00001
Leptotrichia sp. oral taxon 847,1785996,S,368,371,739,0.00007
Pseudomonas citronellolis,53408,S,1382,151,1533,0.00015
Acetobacter senegalensis,446692,S,39,28,67,0.00001
Campylobacter iguaniorum,1244531,S,48,0,48,0
Zobellia galactanivorans,63186,S,52,0,52,0.00001
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,2056494,S,160,0,160,0.00002
Aliiarcobacter trophiarum,708186,S,8797,757,9554,0.00094
Liberibacter crescens,1273132,S,22,1,23,0
Treponema azotonutricium,150829,S,42,0,42,0
Thermosipho melanesiensis,46541,S,12,6,18,0
Chryseobacterium glaciei,1685010,S,1022,213,1235,0.00012
Salegentibacter sp. T436,1729720,S,102,58,160,0.00002
Sinorhizobium fredii,380,S,3865,4209,8074,0.0008
Mesorhizobium loti,381,S,863,882,1745,0.00017
Sinorhizobium meliloti,382,S,2224,625,2849,0.00028
Leuconostoc carnosum,1252,S,171,17,188,0.00002
Rhizobium leguminosarum,384,S,5517,818,6335,0.00062
Azoarcus sp. KH32C,748247,S,1339,56,1395,0.00014
Antarctobacter heliothermus,74033,S,629,31,660,0.00007
Pseudoalteromonas tunicata,314281,S,70,2,72,0.00001
Psychromonas sp. CNPT3,314282,S,51,6,57,0.00001
Hymenobacter sedentarius,1411621,S,128,9,137,0.00001
Pseudoalteromonas piratica,1348114,S,35,3,38,0
Bosea vaviloviae,1526658,S,5976,1343,7319,0.00072
Acaryochloris marina,155978,S,47,1,48,0
Dickeya fangzhongdai,1778540,S,67,38,105,0.00001
Leptolyngbya sp. O-77,1080068,S,72,2,74,0.00001
Xanthomonas vasicola,56459,S,693,92,785,0.00008
Xanthomonas sacchari,56458,S,3752,1160,4912,0.00048
Bacillus wiedmannii,1890302,S,38,1,39,0
Xanthomonas hortorum,56454,S,473,467,940,0.00009
Serratia rubidaea,61652,S,153,111,264,0.00003
Thermaerobacter marianensis,73919,S,174,0,174,0.00002
Xanthomonas cassavae,56450,S,1331,243,1574,0.00016
Lentibacillus amyloliquefaciens,1472767,S,48,1,49,0
Thioalkalivibrio nitratireducens,186931,S,214,70,284,0.00003
Saccharomonospora marina,632569,S,202,64,266,0.00003
Acinetobacter sp. SWBY1,2079596,S,30760,2858,33618,0.00331
Roseovarius mucosus,215743,S,161,283,444,0.00004
Advenella mimigardefordensis,302406,S,392,40,432,0.00004
Bacillus pseudomycoides,64104,S,32,1,33,0
Streptomyces autolyticus,75293,S,16,12,28,0
Shewanella sp. MR-7,60481,S,55,26,81,0.00001
Shewanella sp. MR-4,60480,S,39,20,59,0.00001
Acholeplasma palmae,38986,S,26,1,27,0
Candidatus Filomicrobium marinum,1608628,S,77,2,79,0.00001
Methanoculleus marisnigri,2198,S,18,1,19,0
Mannheimia haemolytica,75985,S,146,31,177,0.00002
Myroides odoratus,256,S,223,3,226,0.00002
Polynucleobacter wuianus,1743168,S,36,9,45,0
Photobacterium profundum,74109,S,81,2,83,0.00001
Escherichia virus VR26,1913686,S,23,15,38,0
Methanofollis liminatans,2201,S,23,3,26,0
Pseudonocardia dioxanivorans,240495,S,406,69,475,0.00005
Methanospirillum hungatei,2203,S,506,21,527,0.00005
Prevotella jejuni,1177574,S,98,56,154,0.00002
Methanosarcina barkeri,2208,S,263,6,269,0.00003
Runella slithyformis,106,S,139,10,149,0.00001
Escherichia virus VR20,1913684,S,17,9,26,0
Enterobacter virus PG7,1913655,S,50,6,56,0.00001
Rhodobaca barguzinensis,441209,S,741,20,761,0.00008
Lactobacillus gallinarum,52242,S,101,39,140,0.00001
Agarilytica rhodophyticola,1737490,S,34,0,34,0
Thermosipho africanus,2421,S,25,15,40,0
Desulfovibrio sp. FW1012B,644968,S,1562,21,1583,0.00016
Teredinibacter turnerae,2426,S,136,3,139,0.00001
Sphingobacterium sp. ML3W,1538644,S,334,25,359,0.00004
Chryseobacterium sp. StRB126,878220,S,685,313,998,0.0001
Bordetella bronchialis,463025,S,821,62,883,0.00009
Bordetella genomosp. 6,463024,S,110,127,237,0.00002
Pseudomonas sp. TKP,1415630,S,129,298,427,0.00004
Nakamurella panacisegetis,1090615,S,252,13,265,0.00003
Desulfovibrio hydrothermalis,191026,S,51,0,51,0.00001
Oleiphilus messinensis,141451,S,103,8,111,0.00001
Megasphaera elsdenii,907,S,3145,475,3620,0.00036
Rhodothermaceae bacterium,2026787,S,68,67,135,0.00001
Oligella urethralis,90245,S,1059,20,1079,0.00011
Alkaliphilus oremlandii,461876,S,62,3,65,0.00001
Aeromicrobium erythreum,2041,S,398,85,483,0.00005
Bacillus sp. 1NLA3E,666686,S,182,10,192,0.00002
Cronobacter dublinensis,413497,S,260,25,285,0.00003
Rhodanobacter denitrificans,666685,S,1405,320,1725,0.00017
Streptococcus sp. Z15,2173853,S,502,3,505,0.00005
Acidovorax carolinensis,553814,S,129136,50830,179966,0.01774
Streptomyces vietnamensis,362257,S,138,17,155,0.00002
Campylobacter peloridis,488546,S,18,0,18,0
Symbiobacterium thermophilum,2734,S,218,0,218,0.00002
Thermoanaerobacterium xylanolyticum,29329,S,40,18,58,0.00001
Dickeya zeae,204042,S,293,9,302,0.00003
Lactococcus virus CB13,665883,S,120,40,160,0.00002
Corynebacterium argentoratense,42817,S,103,7,110,0.00001
Shigella phage SHBML-50-1,1863007,S,12,53,65,0.00001
Caulobacter vibrioides,155892,S,1439,453,1892,0.00019
Bacillus gobiensis,1441095,S,43,1,44,0
Pseudoxanthomonas suwonensis,314722,S,35480,9662,45142,0.00445
Roseiflexus castenholzii,120962,S,99,15,114,0.00001
Pseudomonas psychrotolerans,237610,S,557,15,572,0.00006
Lactobacillus phage LfeInf,1567484,S,17,0,17,0
Gordonia phage GMA4,1647471,S,14,0,14,0
Blastococcus saxobsidens,138336,S,368,60,428,0.00004
Nocardia soli,134962,S,390,69,459,0.00005
Amycolatopsis methanolica,1814,S,281,63,344,0.00003
Acidithiobacillus caldus,33059,S,833,63,896,0.00009
Acetobacter ascendens,481146,S,68,44,112,0.00001
Paraburkholderia phytofirmans,261302,S,319,99,418,0.00004
methanogenic archaeon ISO4-H5,1495144,S,14,3,17,0
Sphingopyxis macrogoltabida,33050,S,7852,2190,10042,0.00099
Reinekea forsetii,1336806,S,138,1,139,0.00001
Sphingopyxis terrae,33052,S,4940,1184,6124,0.0006
Sphingobium sp. YBL2,484429,S,837,339,1176,0.00012
Candidatus Kinetoplastibacterium crithidii,33056,S,13,-13,0,0
Gordonia rubripertincta,36822,S,897,360,1257,0.00012
Vibrio mimicus,674,S,53,6,59,0.00001
Lacinutrix sp. 5H-3-7-4,983544,S,76,21,97,0.00001
Sulfurifustis variabilis,1675686,S,295,7,302,0.00003
Escherichia virus CC31,1913656,S,34,4,38,0
Mycobacterium sp. QIA-37,1561223,S,157,837,994,0.0001
Pseudomonas sp. StFLB209,1028989,S,914,41,955,0.00009
Flavivirga eckloniae,1803846,S,126,4,130,0.00001
Streptomyces sp. 11-1-2,1851167,S,16,9,25,0
Pseudomonas sp. LPH1,1898684,S,430,104,534,0.00005
Streptomyces griseorubiginosus,67304,S,96,8,104,0.00001
Echinicola vietnamensis,390884,S,41,12,53,0.00001
Salinimonas sp. N102,2303538,S,73,6,79,0.00001
Chloroflexus aggregans,152260,S,37,7,44,0
Echinicola strongylocentroti,1795355,S,41,3,44,0
[Clostridium] cellulosi,29343,S,183,6,189,0.00002
Hyphomicrobium sp. MC1,717785,S,271,14,285,0.00003
Clostridium argentinense,29341,S,185,1,186,0.00002
Allokutzneria albata,211114,S,287,49,336,0.00003
Acinetobacter bereziniae,106648,S,2278,29,2307,0.00023
Helicobacter bilis,37372,S,23,2,25,0
Nostoc sp. CENA543,1869241,S,10,1,11,0
Burkholderiales bacterium JOSHI_001,864051,S,4602,439,5041,0.0005
Lactobacillus agilis,1601,S,294,18,312,0.00003
Hydrogenovibrio crunogenus,39765,S,37,0,37,0
Sulfurimonas denitrificans,39766,S,138,3,141,0.00001
Lactobacillus alimentarius,1602,S,119,5,124,0.00001
Thermosediminibacter oceani,291990,S,61,1,62,0.00001
Candidatus Babela massiliensis,673862,S,23,0,23,0
Streptomyces noursei,1971,S,44,9,53,0.00001
Olsenella umbonata,604330,S,878,101,979,0.0001
Streptomyces parvulus,146923,S,120,16,136,0.00001
Candidatus Pelagibacter sp. RS40,1977865,S,20,1,21,0
Streptomyces venezuelae,54571,S,260,29,289,0.00003
Bartonella quintana,803,S,11,5,16,0
Burkholderia sp. PAMC 28687,1795874,S,110,119,229,0.00002
Pseudomonas sp. FGI182,1259844,S,93,82,175,0.00002
Pectobacterium polaris,2042057,S,167,65,232,0.00002
Photorhabdus thracensis,230089,S,77,51,128,0.00001
Synechococcus sp. RCC307,316278,S,49,4,53,0.00001
Erythrobacter sp. KY5,2011159,S,237,8,245,0.00002
Burkholderia seminalis,488731,S,99,46,145,0.00001
Sphingobium sp. YG1,2082188,S,1323,353,1676,0.00017
Syntrophus aciditrophicus,316277,S,184,0,184,0.00002
Virgibacillus phasianinus,2017483,S,45,1,46,0
Pseudomonas asplenii,53407,S,230,119,349,0.00003
Flavobacterium sp. HYN0056,2183896,S,535,71,606,0.00006
Brachybacterium sp. VR2415,2017485,S,179,84,263,0.00003
Pseudomonas oryzae,1392877,S,896,56,952,0.00009
Francisella sp. FSC1006,1547445,S,14,0,14,0
Kocuria palustris,71999,S,636,137,773,0.00008
Sediminispirochaeta smaragdinae,55206,S,65,0,65,0.00001
Mycobacteroides chelonae,1774,S,567,1472,2039,0.0002
Bifidobacterium actinocoloniiforme,638619,S,167,0,167,0.00002
Mycolicibacterium phlei,1771,S,1204,413,1617,0.00016
Desulfotomaculum ferrireducens,1833852,S,156,24,180,0.00002
Mycobacterium tuberculosis,1773,S,33,3497,3530,0.00035
Mycolicibacterium smegmatis,1772,S,1575,505,2080,0.00021
Kocuria turfanensis,388357,S,378,42,420,0.00004
Pseudomonas cedrina,651740,S,1012,196,1208,0.00012
Pseudomonas sp. PONIH3,1636610,S,113,278,391,0.00004
Exiguobacterium oxidotolerans,223958,S,20,1,21,0
Corynebacterium deserti,1408191,S,161,20,181,0.00002
Rhodobacteraceae bacterium BAR1,2171755,S,414,9,423,0.00004
Leptotrichia buccalis,40542,S,990,279,1269,0.00013
Leuconostoc suionicum,1511761,S,42,7,49,0
Campylobacter hominis,76517,S,46,1,47,0
Klebsiella sp. M5al,1934254,S,2593,5083,7676,0.00076
Cronobacter virus GAP31,1914895,S,51,6,57,0.00001
Enterococcus thailandicus,417368,S,256,23,279,0.00003
Pseudomonas sp. Z003-0.4C(8344-21),1855380,S,370,174,544,0.00005
Burkholderia anthina,179879,S,98,54,152,0.00001
Cycloclasticus sp. PY97N,728003,S,27,15,42,0
Roseomonas gilardii,257708,S,5492,440,5932,0.00058
Corynebacterium genitalium,38288,S,121,6,127,0.00001
Corynebacterium jeikeium,38289,S,362,237,599,0.00006
Cronobacter virus CR9,1914899,S,18,6,24,0
Olsenella sp. Marseille-P2300,1805478,S,1321,73,1394,0.00014
Defluviitoga tunisiensis,1006576,S,28,8,36,0
Cupriavidus sp. USMAA1020,367825,S,74,431,505,0.00005
Arthrobacter sp. DCT5,2211210,S,192,11,203,0.00002
Agrococcus jejuensis,399736,S,582,91,673,0.00007
Gottschalkia acidurici,1556,S,311,1,312,0.00003
Steroidobacter denitrificans,465721,S,929,59,988,0.0001
Pedobacter ginsengisoli,363852,S,71,9,80,0.00001
Chondromyces crocatus,52,S,205,7,212,0.00002
Polaromonas naphthalenivorans,216465,S,7872,678,8550,0.00084
Chromobacterium violaceum,536,S,465,200,665,0.00007
Plantactinospora sp. BB1,2071627,S,41,98,139,0.00001
Streptomyces olivoreticuli,68246,S,143,16,159,0.00002
Cedecea neteri,158822,S,1251,38,1289,0.00013
Streptomyces sp. SAT1,1849967,S,110,15,125,0.00001
Sagittula sp. P11,2009329,S,1247,1363,2610,0.00026
Chitinophaga pinensis,79329,S,46,9,55,0.00001
Spiroplasma phoeniceum,47835,S,10,38,48,0
Sphingobium sp. SCG-1,2072936,S,604,10,614,0.00006
Actinobacillus porcitonsillarum,189834,S,131,20,151,0.00001
Streptomyces pactum,68249,S,173,21,194,0.00002
Eikenella corrodens,539,S,2869,1401,4270,0.00042
Tistrella mobilis,171437,S,700,106,806,0.00008
Campylobacter lari,201,S,56,1,57,0.00001
Sorangium cellulosum,56,S,759,54,813,0.00008
Lysinibacillus sp. YS11,2072025,S,37,9,46,0
Planctomyces sp. SH-PL14,1632864,S,226,13,239,0.00002
Salinisphaera sp. LB1,2183911,S,258,0,258,0.00003
Limnobaculum parvum,2172103,S,68,0,68,0.00001
Polynucleobacter acidiphobus,556053,S,202,5,207,0.00002
Pontibacter korlensis,400092,S,80,14,94,0.00001
Novosphingobium aromaticivorans,48935,S,1088,101,1189,0.00012
Polynucleobacter difficilis,556054,S,301,20,321,0.00003
Sphingobium baderi,1332080,S,1316,1152,2468,0.00024
Legionella waltersii,66969,S,28,11,39,0
Lactococcus phage WRP3,1560313,S,72,62,134,0.00001
Cyanothece sp. PCC 7425,395961,S,28,1,29,0
Tumebacillus algifaecis,1214604,S,59,21,80,0.00001
Janthinobacterium sp. B9-8,1236179,S,301,13,314,0.00003
Geobacter metallireducens,28232,S,123,3,126,0.00001
Streptomyces coelicolor,1902,S,30,48,78,0.00001
Mycobacterium sp. djl-10,1879023,S,1687,93,1780,0.00018
Thiomicrospira aerophila,92245,S,85,11,96,0.00001
Achromobacter spanius,217203,S,1931,337,2268,0.00022
Denitrobacterium detoxificans,79604,S,242,18,260,0.00003
Lactococcus virus 712,213769,S,60,19,79,0.00001
Clostridium chauvoei,46867,S,211,3,214,0.00002
Achromobacter insolitus,217204,S,1097,158,1255,0.00012
Francisella sp. CA97-1460,1542390,S,18,0,18,0
Methylomonas methanica,421,S,217,3,220,0.00002
Beijerinckia indica,533,S,257,9,266,0.00003
Faecalitalea cylindroides,39483,S,9247,1654,10901,0.00107
[Eubacterium] eligens,39485,S,12754,360,13114,0.00129
Escherichia albertii,208962,S,571,70,641,0.00006
Corynebacterium halotolerans,225326,S,155,9,164,0.00002
Methylosinus trichosporium,426,S,625,65,690,0.00007
Synechococcus sp. JA-3-3Ab,321327,S,59,59,118,0.00001
Paenibacillus sp. RUD330,2023772,S,127,15,142,0.00001
Laceyella sp. FBKL4.010,2071623,S,103,1,104,0.00001
Altererythrobacter marensis,543877,S,463,35,498,0.00005
Mesoplasma tabanidae,219745,S,13,11,24,0
Synechococcus lividus,33070,S,32,4,36,0
Pseudoflavitalea sp. 5GH32-13,2315862,S,91,9,100,0.00001
Pandoraea faecigallinarum,656179,S,468,113,581,0.00006
Pandoraea vervacti,656178,S,504,141,645,0.00006
Gramella flava,1486245,S,63,15,78,0.00001
Haemophilus sp. oral taxon 036,712310,S,29,6,35,0
Xanthomonas euvesicatoria,456327,S,376,2630,3006,0.0003
Pseudomonas sp. CC6-YY-74,1930532,S,890,23,913,0.00009
Bradyrhizobium ottawaense,931866,S,442,1647,2089,0.00021
Intestinimonas butyriciproducens,1297617,S,4867,210,5077,0.0005
blood disease bacterium A2-HR MARDI,1944648,S,38,48,86,0.00001
Ensifer sojae,716925,S,921,600,1521,0.00015
Sanguibacter keddieii,60920,S,528,79,607,0.00006
Acidobacterium capsulatum,33075,S,100,7,107,0.00001
Sphingorhabdus sp. YGSMI21,2077182,S,270,40,310,0.00003
Geosporobacter ferrireducens,1424294,S,391,5,396,0.00004
Corynebacterium efficiens,152794,S,184,10,194,0.00002
Mesorhizobium japonicum,2066070,S,417,226,643,0.00006
Lutibacter sp. LPB0138,1850246,S,190,39,229,0.00002
Achromobacter sp. B7,2282475,S,898,88,986,0.0001
Staphylococcus lutrae,155085,S,30,1,31,0
Desulfovibrio sp. G11,631220,S,4398,5847,10245,0.00101
Candidatus Enterovibrio luxaltus,1927128,S,16,0,16,0
Vulgatibacter incomptus,1391653,S,150,7,157,0.00002
Treponema caldarium,215591,S,68,0,68,0.00001
Pseudomonas sp. MRSN12121,1611770,S,248,271,519,0.00005
Geobacillus stearothermophilus,1422,S,43,144,187,0.00002
Bacteroides phage B40-8,99179,S,34,3,37,0
Flammeovirga sp. MY04,1191459,S,110,4,114,0.00001
Sphingomonas sanxanigenens,397260,S,1508,319,1827,0.00018
Human mastadenovirus F,130309,S,31,0,31,0
Candidatus Planktophila sulfonica,1884904,S,67,14,81,0.00001
Hungateiclostridium saccincola,1677857,S,99,17,116,0.00001
Methylomonas sp. DH-1,1727196,S,98,75,173,0.00002
Mycobacterium sp. EPa45,1545728,S,1041,45,1086,0.00011
Arthrobacter sp. ZXY-2,1806905,S,87,224,311,0.00003
Listeria innocua,1642,S,80,7,87,0.00001
Flavobacterium faecale,1355330,S,543,23,566,0.00006
Colwellia sp. PAMC 20917,1816218,S,57,2,59,0.00001
Colwellia sp. PAMC 21821,1816219,S,20,6,26,0
Barnesiella viscericola,397865,S,256,48,304,0.00003
Celeribacter baekdonensis,875171,S,414,245,659,0.00006
Thermoanaerobacterium sp. RBIITD,1550240,S,57,32,89,0.00001
Xanthomonas arboricola,56448,S,615,241,856,0.00008
Lactobacillus rhamnosus,47715,S,418,32,450,0.00004
secondary endosymbiont of Ctenarytaina eucalypti,1199245,S,25,0,25,0
Melittangium boletus,83453,S,150,65,215,0.00002
Synechococcus sp. CC9605,110662,S,22,12,34,0
Tumebacillus avium,1903704,S,99,29,128,0.00001
Gordonia phthalatica,1136941,S,3336,952,4288,0.00042
Pseudomonas sp. VLB120,69328,S,61,291,352,0.00003
Methanomethylovorans hollandica,101192,S,219,1,220,0.00002
Nonomuraea sp. ATCC 55076,1909395,S,450,47,497,0.00005
Brucella pinnipedialis,120576,S,12,511,523,0.00005
Idiomarina loihiensis,135577,S,94,-94,0,0
Corynebacterium singulare,161899,S,90,16,106,0.00001
Pseudomonas syringae group genomosp. 3,251701,S,614,486,1100,0.00011
Pseudomonas sp. R2A2,2213057,S,341,51,392,0.00004
Mariniflexile sp. TRM1-10,2027857,S,201,5,206,0.00002
Pseudoalteromonas haloplanktis,228,S,27,152,179,0.00002
Pseudoalteromonas carrageenovora,227,S,51,11,62,0.00001
Pelosinus fermentans,365349,S,203,98,301,0.00003
Treponema primitia,88058,S,76,0,76,0.00001
Methanosarcina thermophila,2210,S,13,0,13,0
Burkholderia lata,482957,S,267,130,397,0.00004
Methanosarcina vacuolata,2215,S,21,38,59,0.00001
Thioalkalivibrio sp. K90mix,396595,S,213,18,231,0.00002
